-4.64520000E+000, -1.52698000E+001, -1.09063000E+002,    +673
-3.16080000E+000, -1.52698000E+001, -1.09063000E+002,    +612
-1.67640000E+000, -1.52698000E+001, -1.09063000E+002,    +592
-1.92000000E-001, -1.52698000E+001, -1.09063000E+002,    +587
+1.29240000E+000, -1.52698000E+001, -1.09063000E+002,    +607
+2.77680000E+000, -1.52698000E+001, -1.09063000E+002,    +506
+4.26120000E+000, -1.52698000E+001, -1.09063000E+002,    +510
+5.74560000E+000, -1.52698000E+001, -1.09063000E+002,    +575
+7.23000000E+000, -1.52698000E+001, -1.09063000E+002,    +586
-4.64520000E+000, -1.67542000E+001, -1.09063000E+002,    +685
-3.16080000E+000, -1.67542000E+001, -1.09063000E+002,    +622
-1.67640000E+000, -1.67542000E+001, -1.09063000E+002,    +601
-1.92000000E-001, -1.67542000E+001, -1.09063000E+002,    +541
+1.29240000E+000, -1.67542000E+001, -1.09063000E+002,    +512
+2.77680000E+000, -1.67542000E+001, -1.09063000E+002,    +507
+4.26120000E+000, -1.67542000E+001, -1.09063000E+002,    +537
+5.74560000E+000, -1.67542000E+001, -1.09063000E+002,    +609
+7.23000000E+000, -1.67542000E+001, -1.09063000E+002,    +604
-6.12960000E+000, -1.82386000E+001, -1.09063000E+002,    +706
-4.64520000E+000, -1.82386000E+001, -1.09063000E+002,    +645
-3.16080000E+000, -1.82386000E+001, -1.09063000E+002,    +590
-1.67640000E+000, -1.82386000E+001, -1.09063000E+002,    +582
-1.92000000E-001, -1.82386000E+001, -1.09063000E+002,    +518
+1.29240000E+000, -1.82386000E+001, -1.09063000E+002,    +508
+2.77680000E+000, -1.82386000E+001, -1.09063000E+002,    +594
+4.26120000E+000, -1.82386000E+001, -1.09063000E+002,    +613
+5.74560000E+000, -1.82386000E+001, -1.09063000E+002,    +614
+7.23000000E+000, -1.82386000E+001, -1.09063000E+002,    +629
-4.76928000E+001, -1.97230000E+001, -1.09063000E+002,    +460
